7,123.9,-131
7.3,126.8,-130.4
7.3,129.8,-131.3
7.2,132.7,-133.4
6.9,135.8,-137.5
6.8,138.8,-139.7
6.6,141.8,-143
6.6,144.8,-144.4
6.6,147.8,-146.1
6.7,150.9,-147
6.7,153.9,-148.1
6.8,156.9,-148.6
7,159.9,-148.6
6.9,162.9,-150.1
7.1,166,-150.5
7.6,168.8,-147.2
7.8,171.8,-146.5
7.4,175,-151.3
9.1,177.3,-138
9.6,180.1,-134.7
9.7,183.1,-135.2
9.4,187.9,-140.2
9.5,190.9,-140.6
9.5,194,-142.1
9.2,197.2,-146.3
9,200.5,-149.8
9.4,203.3,-147.3
10.6,210.2,-139.8
11.4,212.7,-134
12,215.4,-130.2
12,218.5,-131.7
12.4,221.2,-128.8
12.4,224.3,-130.2
13.6,227.9,-121.8
12.7,231.8,-131.4
18.5,229.4,-80
8.5,35.7,-86.9
0.9,39.5,-155.6
1.2,42.6,-154.7
-2.3,43.6,-186
-2.4,46.6,-187.9
-0.1,50.8,-170.1
3.3,55.4,-142.2
5.8,59.4,-122.2
2.2,62.2,-155.7
1.9,66.5,-160.6
3.6,73,-149.1
3.7,76,-149.4
4.2,79.1,-146.5
4.7,83.6,-144.3
4.7,86.6,-145.7
2.9,89.1,-162.8
5,92.5,-146.1
6.2,95.7,-137.6
6.6,98.7,-135.7
6.8,101.6,-135.1
6.9,104.6,-136.1
7.1,107.5,-135.6
7.3,110.5,-135.1
7.7,113.5,-132.9
8,116.4,-131.9
8.2,119.4,-131.3
8.4,122.3,-131.2
8.6,125.3,-131.2
8.7,128.2,-131.8
8.8,131.2,-132
8.8,134.1,-133.1
8.7,137.1,-135.5
8.8,140.1,-136.5
8.7,143.1,-138.6
8.5,146.1,-141.8
8.5,149.2,-143.4
8.5,152.2,-144.3
8.6,155.2,-145.1
8.7,158.2,-145.7
8.7,161.2,-147.3
8.8,164.3,-147.9
9.2,167.2,-145.7
9.4,170.1,-145.3
9,173.4,-150.7
10.3,175.9,-140.3
12.2,177.9,-124.3
12.6,180.8,-122.3
11.9,184.2,-130.1
11.6,187.4,-134.1
11.6,190.4,-135.3
11.5,193.6,-137.7
11.3,196.8,-141.2
11.4,199.8,-141.3
11.8,202.6,-139.1
